"full_text";"location";"username"
"Ketum PBNU Ungkap Obrolan Lima Nahdliyin dengan Presiden Israel https://t.co/dexZkSQhND";"Jakarta";"Kilas_berita_"
"@tempodotco Anjing - Anjing Pengkhianat Peci Hitam NU Bubarkan memalukan umat Islam Indonesia di mata dunia Islam Islam Indonesia sangat hina memalukan sebaiknya PBNU di BUBARKAN.";;"AryaPratam8468"
"@BabehAldoAje135 Klau yg ini gk mungkin d jebak dan gk mungkin blum cukup umur kan? Dah lah smua udh jlas ko Ad duta zionis penyusup d PBNU";"South Africa";"UwohMe"
"@kumparan Ketum PBNU segini banget cara ngelesnya ampoooonn";"Jakarta";"Sijo_su"
"@MurtadhoRoy Dugaan? Yang bener ajee ketum PBNU yg skr aja dl sering bolak balik ketemu netanyahu..ormas gembel penghamba cuan tambang munafik https://t.co/5tzoQmhmKJ";"X land";"vickotwitt"
"@tempodotco Bubarkan PBNU tak perlu ada NU dinegeri ini MUI dan PKB Kalian tak berani bicara tegas terhadap Pengkhianat dari orang - orang NU.";;"AryaPratam8468"
"@dawiguna @Generasi_MudaNU Perasaan PBNU doang deh yang bawa bawa wahabi apa apa wahabi walaupun saya ga tau apa itu wahabi tapi kok apa apa wahabi apa apa wahabi";"Bandung Jl.Burujul 01/26";"bilqiMLB"
"@BosPurwa PBNU Ormas Islam Terlarang Bubarkan NU. MUI Diam'! Tak berani menyatakan NU ormas terlarang dahulu kalian bilang FPI ormas terlarang dan kalian suruh bubarkan. Tapi Pengkhianat kalian biarkan hidup bebas di RI.";;"AryaPratam8468"
"Cek RAINCOAT JAS HUJAN ORIGINAL WILDSHELL SERIES SENTANI MANTEL MELINDUNGI RANSEL BACKPACK BESAR WATERPROOF dengan harga Rp119.000. Dapatkan di Shopee sekarang! PBNU Muhammadiyah https://t.co/LZISb9Bjhu https://t.co/MTOqWScgul";"medan Indonesia";"sarmakhasby"
"Kelima Kera dari PBNU Itu Jelas2 Pengkhianat Negara Indonesia. Konstitusi Negara Kita Sangat Jelas Menentang Penjajahan di Atas Dunia Ini. Tangkap 5 Kera Pengkhianat Bangsa...!!! Muhammadiyah Musuh NU https://t.co/pXvkm4uRuD";;"MamanPiyul"
"@ethadisaputra Wahai PBNU- Pecat. Tidak payah guna klarifikasi capek-capek. Malulah sama Pendiri NU.";"Jawa Timur";"Muhamma65051169"
"@Mdy_Asmara1701 Pecat aja ketua PBNU nya ko ngurus ORMAS sebesar itu gk tau anak buahnya ke Israel.";;"nuradjie83"
"@bulanminiii @Au_rinjani Harta warisan memang bikin ribut ANGK0T88. Kenapa gak bisa saling pengertian aja? ";;
"@AraituLaki Kok bisa ya kepilih jadi ketua PBNU membedakan kadernya yang cukup umur dan belum berumur saja tidak bisa";"Mataram, Indonesia";"CBaia5"
"@izoelsaka @AnKiiim_ Wah ANGK0T88 NU kehilangan marwahnya. Muhammadiyah sumbang banyak PBNU malah kirim kecoak ke Israel. ";;
"@gatot30 @Mdy_Asmara1701 Pbnu bangsat kalian.";;"ibnurus79522726"
"Malam Yati mpls Onad doggy on sosmed semangka Lasem PBNU https://t.co/oSRYjiFDd0";;"gwizselle"
"Menteri Agama udh manggil ketum PBNU blm tuh?";"Indonesia";"rinahaqqo"
"@AnKiiim_ @YahyaCStaquf sekelas ketua PBNU tidak bisa membedakan mana yang sudah cukup umur dan mana yang belum cukup umur.";"Mataram, Indonesia";"CBaia5"
"PBNU Ungkap Identitas Kelima Pemuda Bertemu Presiden Israel Ada Seorang Dosen dan Anggota Fatayat NU https://t.co/pfKqmmuIcH";"Indonesia";"BeritakanID_com"
"@hhsahal Warga NU dan Kyai-kyai Sepuh Ponpes tdk kena getahnya warga NU tetap berjalan normal. Hanya PBNU yg melenceng dr tujuan dan cita-cita para pendiri NU.";;"faridraje"
"@HafizhKhoir @widhiantama @RandomWorldWar Semoga skrng bisa menjadi masuk akal ya langsung ketua PBNU nih yg klarifikasi https://t.co/H2oIj5K9ej";"Jakarta Selatan, DKI Jakarta";"elnino_lazjak"
"BUTUH BANTUAN SOSMED? ⭕�?SADAP WHATSAPP PACAR/ISTRI TANPA NOTIFIKASI ⭕�?MENGEMBALIKAN AKUN YANG HILANG AKUN YANG LUPA KATA SANDI AKUN YANG DIHACK ⭕�?AKUN INSTAGRAM AKUN GAME FACEBOOK TWITTER LACAK LOKASI zionis PBNU onad dingin MPLS muhammadiyah WA O85603357920 ";;
"@CH4__15R Ketua @PBNU_164 @YahyaCStaquf tukang memecah belah umat Islam";"jl H Kamang Pd Labu Jakarta Se";"Martinluth91"
"@AraituLaki kadang males ngaku NU kalau ada orang2 model gini sumaph. pbnu ansor pada kemana yak?";;"foxchain_xyz"
"@Arivrahmanovic @slump_76 @Generasi_MudaNU @muhammadiyah @PBNU_164 Konteks nya bukan soal siapa yang udah ngasi donasi/ngasi donasi paling banyak. Tapi soal movement NU sebagai ormas terbesar di Indo yg dicompare sama Muhammadiyah yg juga ormas besar dan ";;"singgat782"
"@ABK_Selem @ygbacainigila @tvOneNews @nu_online Bukan alasan menistakan NU. Bukan PBNU atau siapapun juga termasuk saya yg harus membuktikan hal2 itu Penyalahgunaan nama NU bukan kesalahan PBNU";"Bandung, Jawa Barat, Indonesia";"dawiguna"
"@erlanishere NU sudah hilang NU nya ketika dimasuki politik sudah ganti saja ketua PBNU biarkan para gus yang lebih sepuh dan lebih paham saja yang megang NU";"Indonesia";"Ballone29"
"@VIVAcoid Omon gede !!! Andai USA yg sponsori dan konspirasi eks alumni kelompok mahasiswa Harvard bgmn.? Mau apa para ulama PBNU. Bgnilah perilaku ulama yg bakal dpt izin tambang ? Gemong just reka**** lempar batu sembunyi pantat !";"Ciledug, Indonesia";"lubis10922"
"@hhsahal Bukannya terimakasih dibikin viral malah bikin konspirasi. Bersyukur dong begajul2 zionis pesek itu ketauan di awal sehingga next time gak merebut kekuasaan di PBNU dan mimpin ormas yg katanya terbesar di negeri ini. Dasar gak tau terimakasih. Ta";;"NurRizally"
"@Ib_Albantany @ygbacainigila @tvOneNews @nu_online Gak relevan tidak ada yg tahu apa yg terjadi di sana termasuk dari PBNU";"Bandung, Jawa Barat, Indonesia";"dawiguna"
"Konferensi pers PBNU tentang Kunjungan 5 orang ke Isr@el yang mengatasnamakan NU. Hari ini Jam 14.00 Wib. ";;
"Sepertinya @nahdlatululama atau PBNU sudah layak utk dibubarkan karena sudah sangat jelas melanggar UUD 45 dan ditambah lagi bahwa Indonesia tidak punya hubungan diplomatik dgn Israel yg artinya mrk sudah melanggar hukum! Gimana menurut pak @jokowi ? https://t.co/leLrgkEMtP";;"vanc1Bozz"
"@rizathobroni @NUgarislucu itu lebih kepersonal aja mau terima kritik atau gak bodo amat itu akun bawa2 nama NU tapi sikap &amp; statement publik tidak sejalan dgn akun PR_NU officiall makanya kena hujat Akun resmi PBNU sudah klarifikasi minta maaf tapi l";"Kensington Avenue";"OscarSK90"
"Teroris Israel melakukan pembantaian lagi terhadap warga sipil Palestina beberapa tewas dan terluka akibat pemboman zionis di wilayah Khan Younis Mawasi 🇵🇸 ";;
"@HisyamMochtar Seharusnya klo mau berkunjung ke israel jangan bawa bawa PBNU udah acara pribadi aja ..kan beres ..lah ini ceritanya gmn udah jelas di semua media israel sedang kesurupan membantai umat muslim malah apose apose pula sama kepala negara BIADA";;"wereng_0401"
"@sigantengaduhai @chillatcafe @Sam_Ardi Yang berangkat kesana siapa terus yang suruh introspeksi siapa Itu loh udah banyak orang PBNU juga yang mengecam. Udah buat konferensi pers juga. Unusia mau buat sidang etik juga. Terus kamu minta apalagi?";;"MasBimoe16"
"@Aceh Kocak ketua PBNU bilang mereka belum cukup umur guru kencing berdiri murid kencing berlari";;"akarim39559"
"@AnKiiim_ @YahyaCStaquf Ini tolol apa bego emng gak ada lagi negara lain selain ANJING ZIONIS NAJIS.. ISRAEL.. pbnu mesti di benahi jika bukan berkepentingan soal freedom falestin. .tolol. ???!!!?MUAK dengan semua ini mending pke duit pribadi.. .. hrs ada";;"wereng_0401"
"@Minang_cyber Keluarin dari PBNU ";"Indonesia";"Adi_yuli83"
"Warga sipil Palestina satu keluarga meninggal akibat serangan udara teroris Israel di kawasan Sheikh Zayed Gaza utara hari ini ";;
"@CNNIndonesia PBNU jangan pura2 yahya staqut saja bertemu dengan PM Israel Netanyahu !";"Jakarta Timur, DKI Jakarta";"SsPasadena"
"@nu_online Saya sih belum percaya mereka ketemu Israel PBNU gak tau";"Brebes ";"mizanmansur"
"@Generasi_MudaNU PBNU mah emang udah lama rusak tapi warganya pada berusaha tutup mata dan menganggap semua baik2 aja ";;"Ardiansyahone_d"
"Kalo mau liat NU yg sebenernya lihatlah kyai kampung. Ora ngurus PBNU. Tapi uripe mengabdi gae NU. Tanpa pamrih.";"Di Sebelah kananmu";"LukmanulH29"
"5 Nahdliyin Bertemu Presiden Israel PP Muhammadiyah: Mereka Zalim dan Lecehkan Konstitusi https://t.co/ac3Di3gkE5 ";;
"@Generasi_MudaNU Lalu jika NU adalah tempat mereka bernaung tidakkah ada tindakan tegas dari PBNU untuk memecat mereka dari keanggotaan NU secara NU itu kan Ormas";;"Ter_Us_Ir"
"@zer0failed Bubar kan saja PBNU nir faedah yg di butuhkan itu ulama NU yg lurus tapi PBNU sudah campur zionis dan duid hram";"Indonesia";"janz1829"
"@Hilmi28 Astaghfirullah @PBNU_164 @DakwahPBNU";"Bekasi, Jawa Barat";"caswadi_didi"
"@geloraco Yg bilang belum cukup umur itu Ketum PBNU berarti Ketum PBNU nya blm punya pikiran!!?";;"wahyuWa26487734"
"Ketum PBNU sebut 5 Kader yang Temui Presiden Israel Belum Cukup Umur Minta Masyarakat Memaafkan https://t.co/XbMM7r6yj9";;"RepelitaO"
"@erlanishere Jarang2 dapet kesempatan ketemu presiden irak.. Bukannya di pacul malah haha hihi @DakwahPBNU @Lakpesdam_PBNU";"Indonesia";"JELdeta"
"Warga sipil Palestina menjadi korban serangan udara teroris Israel di kawasan Sheikh Zayed Gaza utara hari ini ";;
"Superstar asal Prancis ini ingin memberikan pengaruh besar di Santiago Bernabéu Hala Madrid Kylian Mbappe! Yati Onad GBLA Samsung A35 PBNU Kloop MPLS Seblak Ayam Geprek Point Coffee Ultra Milk ";;
"@nu_online Serem bgt ini PBNU pemimpinnya enteng bgt berdusta depan umum. Apa gak kasihan sama Nahdliyin yg bukan pengurus jd sasaran empuk buat dicengin. https://t.co/YgLpTJFHnx";;"saiklonjooka"
"@ethadisaputra Gas terus pak nitip kalih panjenengan pak yang mungkin bisa punya akses ke PBNU utk memastikan agar ke lima oknum yg ketemu dg Isriwil di pecat dari NU. Klo ga gitu nnt ujug² oknum ini jd pejabat teras di PBNU. Krena sdh didahului sama ket";"Brebes ";"mizanmansur"
"Ketum PBNU Ungkap Dalang di Balik 5 Nahdliyin Temui Presiden Israel https://t.co/4dtehP5L4O ";;
"@erlanishere Si tua bangka ini jg ada kerjasama juga dgn Netanyahu sok sok minta maaf padahal atas izin si tua bangka ini jg sebagai petinggi PBNU. Jgn mudah percaya dengan serigala berbulu domba https://t.co/H5aRWe3Y6R";;"aloloha1973"
"@regar_op0sisi klw yg sot ini pimpinan2 nya pbnu ke israel n mengadakn pertemuan dng pjbt2 Israel boleh ya....ga salah. yg bawahan itu mn contoh atasan nya mmg NU br mslh dr pimpinan nya nahdliyin nya ga tau apa2..";;"inisialAaq16976"
"@bungr_herman18 @PresidenKopi @PBNU_164 @nu_online stem sel model beginian gak halal dunia akhirat k ";;
"Ini akibat dari terlalu menghormati secara berlebihan ke kyai/gus bahkan nyrempet dikit lagi mengkultuskan. Ketika ada yang salah atau gak wajar bukannya mengkritik tapi malah menyalahkan pihak luar dan dicap musuh . Gak berani kritik pentolannya &amp; PBNU itu sendiri.";"Yogyakarta, Indonesia";"rshuda_"
"@Generasi_MudaNU Ga ada yang merongrong kecuali PBNU mudah disusupi paham anti syari'at Liberal dan Syi'ah atas nama budaya toleransi dan persatuan... Pelan namun pasti PBNU akan menyimpang dari Al-Quran dan Sunnah.";"Kota Surabaya, Jawa Timur";"z_bantuly"
"@RickyNSas @detikcom Min @PBNU1926 @PBNU_164 ngomongo nang Ketum pean iki lho ono buktine ";;"SiapaAk13719019"
"@arifin34533 @narkosun Orang banser PBNU... Bukan orang nya PKB";"Planet Pluto";"tukangpermaks"
"PBNU Minta Maaf Terkait 5 Kadernya Bertemu Presiden Israel https://t.co/JlKth2h4Wq ";;
"Kunjungan ketua PBNU kalian telah mengkhianati Islam walaupun kunjungan tersebut atas nama pribadi kecuali dia bukan agama Islam! Mau atas nama pribadi atau tidak sama saja tetap kalian penghianat. Dimana hati nurani kalian sebagai umat Islam ? @yahyastaquf";;"HamzahH96743195"
"PBNU Ungkap Identitas Kelima Pemuda Bertemu Presiden Israel Ada Seorang Dosen dan Anggota Fatayat NU https://t.co/EUIXM1X1El";;"OposisiCerdas"
"Ketua Umum PBNU Gus Yahya Meminta Maaf atas Kunjungan 5 Anggota Nahdliyin ke Israel https://t.co/29CLG0Urvk lewat @zona_malang";;"zona_malang"
"PBNU nilai ada unsur ketidaktahuan dalam pertemuan dengan Isaac Herzog https://t.co/nTuUyNKPRQ";"Tegal, Jawa Tengah";"elshinta_tegal"
"@2a6ev1 @Arivrahmanovic @Generasi_MudaNU @muhammadiyah @PBNU_164 Karena ketahuan ya kg ngaku";;"slump_76"
"Ketum PBNU Minta Maaf Terkait 5 Tokoh Nahdliyin Temui Presiden Israel https://t.co/bLXounPyLx https://t.co/8TkDiWSZYK";;"Simanjunta9Nico"
"@AnKiiim_ @YahyaCStaquf Lucu enggak tuh salah satu curut yang berangkat ke israel pendiri cherbon feminist ? Bisa bisanya NU gabung feminist Organisasi penyepong israel yang bentar lagi bakal promosi LGBT dan nikah sesama jenis @nu_online @PBNU_164 DASAR ";;"AyuBlossom1"
"@AraituLaki Nah jika PBNU mau membersihkan diri cari si makhluk laknat ini dan proses hukum jika PBNU diam maka......";;"ry_gand"
"@Mdy_Asmara1701 Emangnya apa yang diharapkan dari PBNU saat ini cuma kumpulan orang numpang hidup..";"Kota Surabaya, Jawa Timur";"z_bantuly"
"Ketum PBNU Minta Maaf Soal 5 Kadernya Temui Presiden Israel Hingga Siapkan Strategi untuk Bantu Warga Palestina Netanyahu united NU https://t.co/wsc4JBTlR8 lewat @acuantodaycom";;"bonekapartainih"
"@msaid_didu Tiap hari ada aja alesan dan klarifikasinya. Mana klarifikasinya beda-beda PBNU kalau begini terus ya bisa bubar orang-orang di dalamnya ga ada yang bener semua";;"dimstrds"
"Sudah terang benderang munafiq ketua @PBNU_164 @yahyastaquf tergolong murtadz dan kafir... dia Lihat video abdul haris! ";;
"@AnKiiim_ @slump_76 @muhammadiyah @PBNU1926 @PBNU_164 @nu_online @NUgarislucu Banyak yang mendadak NU tp NU tulen cuitanya pasti beda";;"Syamsul67084673"
"Ketidaktahuan? Bodoh dong Ketum PBNU Gus Yahya Minta Maaf 5 Aktivis NU Temui Presiden Israel: Ini Masalah Ketidaktahuan https://t.co/hOZxfHsk9U";"Jakarta Timur, DKI Jakarta";"BobbyBogor"
"PBNU : kami malu terhadap oknum2 tsb. Kegiatan tsb merupakan kunjungan pribadi bukan mewakili NU. Also PBNU : bertemu dengan netanyahu thn 2018 ";;"babyshcrk"
"@HisyamMochtar PBNU = Perkumpulan Bangsat Nambang Uang";"Di hatimu";"jakardoding"
"@singgat782 @slump_76 @Generasi_MudaNU @muhammadiyah @PBNU_164 Bang udah baang ";"Tangerang, Indonesia";"OlidBorneo"
"@VIVAcoid Ya apa beda nya ente ketua umum PBNU";;"yanspermana70"
"@hhsahal Mobilisasi apanya. Justeru itu bentuk kekecewaan tindakan orang orang di PBNU yg mengaku filsuf agamawan NU tapi tindakannya blunder &amp; dinilai berkhianat thdp dukungan rakyat Indonesia bahkan dunia kepada warga Gaza di Palestina yg dizholimi ";;"kangsurya85"
"@benkbenkkkkk @Arivrahmanovic @slump_76 @Generasi_MudaNU @muhammadiyah @PBNU_164 Sepertinya kawan kita sudah menghilang dari arena";"Bekasi - Tangerang";"rizkysugi"
"Ketua Umum PBNU KH Yahya Cholil Staquf (Gus Yahya) meminta maaf terkait lima orang Nahdliyin bertemu Presiden Israel Isaac Herzog. Dia memahami bahwa pertemuan itu tidak pantas. Hal ini disampaikan Gus Yahya Selasa (16/7/2024) di Gedung PBNU Jalan Kramat Raya Nomor 164 https://t.co/9m1lgWAnRT";"DKI Jakarta, Indonesia";"_rakyatmerdeka"
"Gus Yahya Akui Pernah Temui Perdana Menteri Israel: Tapi Saya Tidak Catut Nama PBNU dan Gus Dur https://t.co/T0meWEMbp4 https://t.co/T0meWEMbp4";"indonesia";"posaktualcom"
"@Mdy_Asmara1701 Nanti kalo salah omong lagi .. Mereka bilang ah itu biasa guyonan para kyai NU.. guyonan tingkat tinggi Memang PBNU ini sangat unik";;"ahse75"
"@tvOneNews Pbnu bersandiwara";;"212Buaran20588"
"@OposisiCerdas itu yg muda contoh seniornya setelah silaturahim dg Israel jadi ketum PBNU mknya mereka silaturahmi dg Israel walaupun di atas tumpukan mayat dan darah saudaranya sbg bentuk pembuktian mereka sgt setia dan layak utk menjadi antek setia";;"wahid_oke912"
"@bachrum_achmadi Kalo belum cukup umur kena rujak netizen ya gus? Kalo udah cukup umur jadi ketum PBNU.. Bener gitu kan??";;"Mystakenn"
"Ketum PBNU sebut 5 Kader yang Temui Presiden Israel Belum Cukup Umur Minta Masyarakat Memaafkan https://t.co/QV2H1qZ162 https://t.co/QV2H1qZ162";"indonesia";"posaktualcom"
"@RWati65 @5teV3n_Pe9eL Ini kelompok yg suka bersuara NKRI harga mati sekarang berubah jadi Israel harga mati mereka yg selama ini mengolok ngolok boikot Israel ketua PBNU dan anak mudanya sama sama antek yahudi";;"DadangYusup5"
"@Generasi_MudaNU Gus Yahya juga pernah ke israel ketemu PM Israel Netanyahu kan ? Posisi Gus Yahya saat itu tahun 2018 adalah Katib Aam PBNU terus bagaimana ?";"Indonesia";"hadifianwidjaja"
"@nu_online Ketua PBNU tuuuh disidang..";;"Nama_Twitku"
"4/5 anggota NU semua jgn ngeles deh lu PBNU";"Elonopolis, Mars";"BERAXnews"
"@Hamaspesek Tapi Free Palestine From Hamas�?�? Berarti PBNU yg klarifikasi kalo mereka tidak mewakili NU juga nggk cerdas ya mad?";"Yogyakarta, Indonesia";"fatyakresnawan"
"@Generasi_MudaNU Sudahlah Bubarkan saja PBNU toh semua orang NU juga tau kalau warga NU tetep bisa hidup tanpa eksistensi NU Struktural";"Kota Yogyakarta, Yogyakarta";"MrImam88"
"Ketum PBNU Minta Maaf Terkait 5 Nahdliyin Bertemu Presiden Israel https://t.co/iZbDIdOypL";;"RepelitaO"
"@kebab_maryam @zer0failed Jil syiah sufi udah masuk ke NU dan PBNU.. tololnya mereka malah sibuk ngurusin salafi..";;"Mystakenn"
"@Generasi_MudaNU Ya kalau emang gitu pecat langsung lah. Nyatanya PBNU g punya ketegasan dan integritas cuman khawatir sama nama baik NU doang daripada beneran menentang genosida yg dilakukan Israhell.";;"TemporaryA50562"
"Pesan dr @chedetofficial untuk pemimpin muda islam di seluruh dunia PBNU Qodari NU https://t.co/mLDXTdX7pJ";"Siak Hulu, Indonesia";"antoxOn7"
"Ketum PBNU secara halus dan licik coba mencari alasan pembenar untuk kesalahan fatal anggota PBNU semua tahu bahwa jejaring zionis sudah merasuk ke NU Ketum PBNU Gus Yahya Minta Maaf 5 Aktivis NU Temui Presiden Israel: Ini Masalah Ketidaktahuan https://t.co/x44M3UXuSs";"Aceh Rayeuk";"el_montesqiu"
"@detikcom Selama ini PBNU gak prnh ada manfaatnya bagi umat boro boro Palestina.";"0 cm dari hati mu";"zedd_mza"
"Apa bgt liat klarifikasi PBNU tentang yg kemaren ketemu presiden Israel alesannya mereka masih anak-anak jadi masih gampang terhasut . Beuhh ngakak bangett dibelain segitunya. Padahal salah satu pelakunya itu seorang dosen jelas intelektual bisa mikir semua. Kok ya ";"Universe ";"mgawtii"
"Pemerintah Tegas Dukung Kemerdekaan Palestina! PBNU Siap Sanksi 5 Nahdliyin Yang Bertemu Presiden Israel https://t.co/onl12sdWlK";;"BustisegneDewi"
"@hhsahal Bukan memburukkan logikanya mrk tanpa PBNU bukan siapa-siapa &amp; bukan apa-apa";"Hong Kong";"paijomarkucel"
"PBNU Buka Peluang Beri Sanksi Kader yang Temui Presiden Israel https://t.co/qOPgEHGqAa";"Indonesia";"tempodotco"
"Bagaimana perasaan nahdliyyin melihat saudara2nya dibantai Israel? Sementara ada petinggi2 @PBNU_164 yg sdh lama bergandengan dg Zionis Israel?? Sdh lama Israel menjajah bangsa Palestina pantaskah muslim Indonesia bergandengan dg Israel penjajah? @nahdlatululama @Official_Ansor";;"YRUHIYAT200"
"@Naz_lira Saya pernah menemani seorang Kiyai sepuh yang didampingi pengurus eselon 2 PBNU. Lama nunggu di ruang tamu untuk dikemudian dikatakan ga bisa menemui karena kurang enak badan. Milih milih tamu.";"ÜT: 6.307611,6.744946";"ethadisaputra"
"Mungkinkah ke 5 orang tersebut diundang yahudi israel jika mereka bukan kader dan pengurus NU ? PBNU tidak usah berkilah !";"Jakarta Timur, DKI Jakarta";"SsPasadena"
"@mas_kuuh @TambalBan87 @5teV3n_Pe9eL susah ada pendahulunya.. tuh ketua pbnu yang sekarang.. jadi ojo nggumun ngunu pak bos https://t.co/urnIIQw7e8";;"HudzaBochil"
"PBNU minta maaf soal kunjungan 5 org ketemu Presiden Israel itu lebih karena secara narasi global pencitraan Israel sdg runtuh hampir seluruh dunia sudah tersadarkan apa itu zionisme";"INDONESIA";"syaranza_"
"@ethadisaputra Silahkanmenghujat PBNU dan 5 orang brengsek itu tapi yah jangan di generalisir NU Nya saya lahir dan besar dari keluarga NU walaupun bukan turunan struktural";;"JavadMahdi07"
"Geram PBNU Dicatut Organisasi RAHIM Gus Yahya: Segera Take Down! https://t.co/3gc19FhZn4";"Jakarta";"Kilat_com"
"Ketika pengurus PBNU sibuk klrifikasi sementara nitizen membuka file masa lalu. Jejak digital memang kejam.... hehehe";"Batu, Indonesia";"MasYus100591"
"Ketum PBNU Yahya Cholil Staquf : 5 orang nahdliyin yg bertemu presiden israel isaac herzog disponsori oleh LSM Advokat yg terafiliasi dengan israel. Penjelasannya faseh banget soal orang2 Indonesia yg nyelonong ke israel. Pengalaman yak Gus Yahya? https://t.co/INl0SZoz4I";;"PelatihT1dur"
"@PBNU_164 @DakwahPBNU @tempodotco @temponewsroom @republikaonline @detikcom @rmol_id ini clear mereka mengatasnamakan NU ???";"Indonesia";"wa_one1"
"@zer0failed Ketua umum @PBNU_164 tidak terlibat??? Nggak yakin gue";"Planet Pluto";"tukangpermaks"
"Terlihat jelas di tubuh pbnu banyak oknum2 islam munafik..balik indonesia di maafkan tapi hukum seberat2nya..jangan kasih ampun oknum penghianat islam";;"3Muzaeny88005"
"Sangat tidak mungkin klo pbnu tak tahu keberangkatan kadernya ke israel.";"Karanganyar, Indonesia";"PutroLawu7"
"@getarkrisna @Info_SerieA KING Rodrigo gak butuh validasi ANGK0T88 tapi kenapa sih rasanya aneh banget? ";;
"@ygbacainigila @Tahseeners @155000k @NasiAking234 @ABK_Selem @dawiguna @tvOneNews @nu_online @DaWugu Ayooo JAWAB PEMBELA NU! Sebelumny ketua PBNU ktrmu Benjamin Setanyahok loh. Bukti video di mana2. Tweet Setanyahok soal itu jg msih ada. Truus ada Gus2an ";;"JagatBuanaOk"
"https://t.co/upTUg1SmAB Pengurus Besar Nahdlatul Ulama (PBNU) akan mengadakan konferensi pers mengenai Gaza Palestina pada hari ini Selasa 16 Juli 2024.";"Jakarta Selatan, DKI Jakarta";"pintasandotco"
"@BosPurwa Katanya Nahdatul 'Ulama Artinya : Kebangkitan Para Ulama.. Kalo ini : Kebangsatan Para Ulama PBNU Netanyahu United https://t.co/LAMpHnChpN";;"MamanPiyul"
